Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Detections,Num ADM,Num Acinar,Num Ductal_Amy_overexpr,Num Immune,Num Langerhans,Num Non_malignant_duct,Num Stroma,Num Stroma_periductal,Area µm^2,Perimeter µm,Num Stroma_Amy_leakage
PKR51_K19-amy_ADM_pd lobule 2.nd2 - PKR51_K19-amy_ADM_pd lobule 2.nd2 (series 1),80be3def-15ce-4cbe-877e-a7b0aad69ac9,cell_cleanup,cell_cleanup,Image,Polygon,1411.8,2120.1,0,0,0,0,0,0,0,0,0,22512.4,542.01,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),9c58df9e-3887-411c-81ba-486be5912896,Tumor,Tumor,Image,Geometry,1182.3,624.11,0,0,0,0,0,0,0,0,0,137530.9,3255.3,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),3192b9ad-fbc2-44af-a31e-aacd1cfd328e,e_atrophy_tu,e_atrophy_tu,Image,Geometry,1102.4,881.1,12947,1510,19,2565,5769,1766,4,53,1261,1962280.2,7220.6,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),fcb62e6b-e58c-41d3-b587-973bcc83a7b9,Acinar,Acinar,Image,Polygon,724.62,688.44,3,0,0,0,3,0,0,0,0,338.08,71.52,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),b0769c68-9c52-4131-a392-e74a1a33d64e,Acinar,Acinar,Image,Polygon,657.6,873.48,5,0,1,0,3,1,0,0,0,415.49,100.22,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),9379d78f-7546-44b4-9afd-657dba393789,Acinar,Acinar,Image,Polygon,614.12,1345.6,4,0,0,1,2,1,0,0,0,512.34,90.21,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),eef80537-3300-487a-ae1e-abdc95eaf688,Acinar,Acinar,Image,Polygon,1472.8,41.7,3,2,0,0,0,1,0,0,0,146.17,53.92,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),51556170-bb7b-4380-a9d1-620e62181664,Acinar,Acinar,Image,Polygon,1608.2,302.96,3,0,0,0,3,0,0,0,0,262.29,70.34,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),d0c9b523-8fbc-4acb-bae8-0b0ba63f7f0f,Acinar,Acinar,Image,Polygon,1163.6,1449.4,1,1,0,0,0,0,0,0,0,113.94,40.33,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),42513bf8-ecf2-48e0-aa08-956834ddcf00,Acinar,Acinar,Image,Polygon,1153.4,1404.7,4,0,0,0,1,3,0,0,0,372.37,79.11,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),72311595-8540-491c-a147-754209dcbb42,Acinar,Acinar,Image,Polygon,1107.7,1279,2,0,0,0,0,2,0,0,0,191.97,55.77,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),4753904c-ec5c-4a60-9a7a-4257ab82c880,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,1232,1185.9,10,0,0,10,0,0,0,0,0,1234.5,133.42,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),92f5dc3c-ff6f-4100-95a0-76cf8be5913a,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,1086.5,1138.5,5,0,0,5,0,0,0,0,0,737.99,110.21,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),e5bbf249-aa6f-4cde-ad1b-d92cc57dee95,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,1063.3,994.45,6,0,0,6,0,0,0,0,0,709.61,100.18,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),33792586-5720-45e6-a9b5-be96823c1e4a,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,1177.4,1020.9,2,0,0,2,0,0,0,0,0,252.01,60.86,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),465a9dcf-9d02-4e05-ae7d-d37acdb5f13d,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,948.02,1099.9,5,0,0,5,0,0,0,0,0,489.77,82.92,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),41f94870-f8eb-4cd5-9fdc-643cb1318fdb,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,564.41,1062.1,1,0,0,1,0,0,0,0,0,236.15,57.99,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),4939cb4d-89f2-4175-b642-579d9929d309,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,793.18,569.49,12,0,0,12,0,0,0,0,0,1369.9,176.1,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),59dd54d9-0130-4f0a-96fc-602af302f13d,Non_malignant_duct,Non_malignant_duct,Image,Polygon,877.13,540.7,6,0,0,4,0,0,0,0,2,463.86,107.7,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),dfff8889-4d74-42dd-97ad-06a8a6e9c72e,Non_malignant_duct,Non_malignant_duct,Image,Polygon,678.64,770.81,7,0,0,1,0,0,0,0,6,656.55,124.3,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),66a45f53-f29a-4eb6-bb89-5b3a7b05c4db,Non_malignant_duct,Non_malignant_duct,Image,Polygon,393.92,1037.9,7,0,0,6,0,0,0,0,1,642.92,129.16,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),3dd5928c-9c0a-4b53-a4f4-ee68274cc257,Non_malignant_duct,Non_malignant_duct,Image,Polygon,367.91,1238.2,9,0,0,8,0,0,0,0,1,907.72,170.86,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),a6625c66-e055-48c1-bd25-9c75c1a2d6cb,Non_malignant_duct,Non_malignant_duct,Image,Polygon,338.57,1252.8,2,0,0,2,0,0,0,0,0,473.3,88.27,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),e91d0101-3eeb-4fa2-af61-301f7df47f80,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1333.1,76.91,4,0,0,4,0,0,0,0,0,439.84,93.89,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),fcd8879d-b77d-4828-a55f-d6bbabc1de18,Langerhans,Langerhans,Image,Polygon,782.69,353.58,2,0,0,0,2,0,0,0,0,533.68,91.24,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),9a4c5e27-2ddf-4f1d-ac13-79831f5900cd,Langerhans,Langerhans,Image,Polygon,1751.8,1215,6,0,0,0,5,1,0,0,0,829.25,128.64,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),394b7aee-66dc-4055-9aa2-aaafcbad7b75,Langerhans,Langerhans,Image,Polygon,1768.3,1400.8,6,0,0,0,6,0,0,0,0,351.59,70.96,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),bafd50a9-ad11-42e5-bc2e-e6fd707e811e,Stroma,Stroma,Image,Polygon,1171.4,229.22,164,0,0,0,160,1,0,3,0,26852.7,939.35,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),c17b8aef-d32b-415a-86fe-0abd9f345dd1,Stroma,Stroma,Image,Polygon,706.85,1298.2,14,0,0,0,13,1,0,0,0,2528.5,303.85,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),6936ce3a-099b-402b-b2ff-352156d4e557,Stroma,Stroma,Image,Polygon,800.32,1286.4,8,0,0,0,6,1,0,0,1,926.43,174.12,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),b1a21e21-cc30-4a76-9848-4ba0dd01392b,Stroma_periductal,Stroma_periductal,Image,Polygon,1299.6,973.31,14,1,0,4,0,0,0,0,9,1862.8,263.93,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),cd13fde8-adfc-455a-b721-e135ecc6e3ed,Stroma_periductal,Stroma_periductal,Image,Polygon,1280.1,1135.8,7,2,0,4,0,1,0,0,0,1494.3,274.39,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),70322427-7919-45d0-b5f8-b06278136412,Stroma_periductal,Stroma_periductal,Image,Polygon,1214.4,1171.3,14,7,0,1,4,2,0,0,0,2319.3,301.08,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),9ae1a5bb-8a0e-437c-b156-ae73d837f26b,Stroma_periductal,Stroma_periductal,Image,Polygon,599.3,1504,65,1,0,0,25,21,0,1,17,10811.7,623.15,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),2d2648b8-fa8a-4fcd-aeea-ddccbbaee503,Stroma_periductal,Stroma_periductal,Image,Polygon,275.77,926.91,30,0,0,0,6,18,0,0,6,6148.4,343.36,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),078cc7b6-584a-4197-ac06-e76771e273bf,Immune,Immune,Image,Polygon,1560.3,522.3,2,0,0,0,2,0,0,0,0,376.06,73.59,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),478c9fc1-daec-4364-8c9d-9145daca4a18,Immune,Immune,Image,Polygon,433.5,681.06,1,0,0,0,1,0,0,0,0,155.22,46.86,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),37200194-4f2c-4cb1-bbdd-e05d51e3a2ee,Immune,Immune,Image,Polygon,708.12,909.91,2,0,0,0,2,0,0,0,0,629.74,97.81,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),28c5e17b-228f-459e-bd07-81d213c5cb18,Immune,Immune,Image,Polygon,958.91,277.05,12,0,0,0,12,0,0,0,0,2296.8,226.05,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),9d96ef11-f356-45f0-99c8-e4d27ae10e74,ADM,ADM,Image,Polygon,877.64,262.95,4,1,0,1,0,1,0,0,1,456.15,79.8,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),317455bc-f0ae-4cc1-8db9-d104bd57750c,ADM,ADM,Image,Polygon,699.92,609.91,2,1,0,0,1,0,0,0,0,212.58,55.28,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),d259ab58-ca86-4cdd-bf37-b03b7d5ee9be,ADM,ADM,Image,Polygon,581.74,659.23,2,2,0,0,0,0,0,0,0,193.2,54.98,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),9eef4653-e8f1-4e9b-9147-0826a734d0e4,ADM,ADM,Image,Polygon,558.78,702.04,3,1,0,0,1,1,0,0,0,392.03,72.74,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),b8a99681-75ad-4100-8e69-7b76651057e0,ADM,ADM,Image,Polygon,608.93,829.52,3,1,0,0,1,1,0,0,0,529.93,83.99,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),f3dae486-8016-4f3e-81f2-342dbf2ea59f,ADM,ADM,Image,Polygon,383.47,1063.4,4,0,0,3,0,1,0,0,0,557.25,96.36,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),1e623907-edd8-4545-9866-189289dfcef9,ADM,ADM,Image,Polygon,407.55,1175.1,15,5,0,4,2,4,0,0,0,1587.9,182.55,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),9cb8f602-ca3c-484f-a815-c6d415ca79a4,ADM,ADM,Image,Polygon,1472.5,1514.3,17,7,0,3,6,1,0,0,0,1958.5,222.07,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),66bee613-a52b-492f-903a-b75ee6db7205,ADM,ADM,Image,Polygon,2055.1,1291.2,6,1,0,4,1,0,0,0,0,891.92,120.34,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),bd303b5c-6f76-4e98-a330-2354218bb6c5,ADM,ADM,Image,Polygon,1891.7,1076.7,4,1,0,1,1,1,0,0,0,400.3,80.2,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),82e9622e-0eb7-43fe-95a1-4becdc2f3d7c,ADM,ADM,Image,Polygon,1881.3,1158.1,2,2,0,0,0,0,0,0,0,223.24,59.15,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),d36b1df2-a9e4-4c9d-ba0d-b31b3513cf7f,ADM,ADM,Image,Polygon,1861.9,1192.2,4,3,0,0,0,1,0,0,0,551.55,102.22,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),4b3c1672-f7b5-4fb8-bd9a-ac081b729255,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,1537.4,825.77,86,11,0,4,61,9,0,1,0,12421.2,415.74,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),310d51a7-e66a-4cb5-9ee0-ee5bbbea2581,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,1435.6,894.63,20,2,0,1,12,4,0,1,0,3130.3,209.55,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),eee02943-8789-4810-b365-c68424aa0f90,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,1517.8,1167.8,54,11,0,2,38,3,0,0,0,7815.8,486.37,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),934a3173-f33c-49f3-9590-5b690a7e0f4f,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,1305.3,1219.1,59,11,3,1,34,9,0,1,0,8316.7,343.9,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),8df05365-41a9-41c3-88d8-b9dbd45a3945,Non_malignant_duct,Non_malignant_duct,Image,Polygon,780.44,918,7,1,0,0,0,0,0,0,6,693.47,116.6,
PKR51_K19-amy_ADM_pd lobule 3.nd2 - PKR51_K19-amy_ADM_pd lobule 3.nd2 (series 1),aeccf603-d208-46ec-a3ff-621759bc117d,ADM,ADM,Image,Polygon,901.18,465.14,4,2,0,0,1,0,0,0,1,255.81,77.48,
PKR51_K19-amy_ADM_wp lobule 1.nd2 - PKR51_K19-amy_ADM_wp lobule 1.nd2 (series 1),5317cba0-f09a-4ec4-bc4e-d23fb1399436,e_atrophy,e_atrophy,Image,Polygon,2474.3,1904.1,4789,723,1912,1487,54,213,35,,312,629738.5,3060.3,53
PKR51_K19-amy_ADM_wp lobule 1.nd2 - PKR51_K19-amy_ADM_wp lobule 1.nd2 (series 1),f85cf50a-6289-4002-8d05-c2bc85accd44,e_atrophy,e_atrophy,Image,Polygon,1411.1,1838.5,4106,607,1928,1047,10,68,26,,389,532750.1,3148.5,31
PKR51_K19-amy_ADM_wp lobule 1.nd2 - PKR51_K19-amy_ADM_wp lobule 1.nd2 (series 1),d5c28a0b-0110-43bc-938d-5643f23d7295,e_atrophy,e_atrophy,Image,Polygon,3058,1616.6,1404,145,406,476,6,181,24,,155,209753.9,1881.2,11
PKR51_K19-amy_ADM_wp lobule 1.nd2 - PKR51_K19-amy_ADM_wp lobule 1.nd2 (series 1),1f3747f9-ea59-42c6-9dcc-70c0ed939287,e_atrophy,e_atrophy,Image,Polygon,3384.3,1262.6,2573,162,1132,727,12,260,31,,193,377705.8,2533.3,56
PKR51_K19-amy_ADM_wp lobule 2.nd2 - PKR51_K19-amy_ADM_wp lobule 2.nd2 (series 1),2c9420a1-a9f8-4cfe-8cb6-00c6b3f21dee,e_atrophy_tu,e_atrophy_tu,Image,Polygon,1389.4,525.35,10600,1176,5438,2034,952,3,453,29,388,1426243.1,4840.3,127
PKR51_K19-amy_ADM_wp lobule 2.nd2 - PKR51_K19-amy_ADM_wp lobule 2.nd2 (series 1),28f9fcfa-6bc5-4f69-95df-6fdceffa9322,Tumor,Tumor,Image,Geometry,1329.6,493.08,0,0,0,0,0,0,0,0,0,8655.2,557.32,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),a3d5e526-2907-4a6f-a310-48dbe1cb084c,e_atrophy_tu,e_atrophy_tu,Image,Polygon,758.94,2099,8914,1194,38,791,1666,148,1357,1646,733,1319777.5,4500.2,1341
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),29304c63-9db7-431f-b3cf-b89dc62d3838,l_atrophy_tu,l_atrophy_tu,Image,Polygon,2148.7,1575,19556,972,15,1688,1596,404,3010,6700,1155,2963978.5,7476,4016
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),d15431f6-750d-493d-b767-106cf26ea95c,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,766.52,573.9,23,0,0,23,0,0,0,0,0,2917.5,207.28,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),fc3c3b94-bd83-471a-879c-a007d9cb69e2,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,831.15,2254,2,0,0,2,0,0,0,0,0,672.36,99.91,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),39cb44ee-a814-4b9e-82a0-3de98aea5f3d,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,776.51,2256.9,3,0,0,2,0,0,0,0,0,1118.7,129.15,1
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),eca643ac-ba81-414d-a6bd-1346fa362039,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,597.79,2221.3,3,0,0,3,0,0,0,0,0,702.69,105.48,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),049c0c65-99da-4369-ae51-745cbc9e4a43,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,360.35,2618.8,7,0,0,7,0,0,0,0,0,657.33,93.48,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),acc2380a-236d-4270-bfb9-088239343ca1,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,169.55,2478.6,15,0,0,15,0,0,0,0,0,1688.8,164.63,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),f655732e-b8ea-47d6-b797-534e6f54ef28,Acinar,Acinar,Image,Polygon,574.79,1860.8,2,0,2,0,0,0,0,0,0,167.67,47.37,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),9588fa37-66ae-4d79-9f1d-d89c73050164,Acinar,Acinar,Image,Polygon,252.11,2392,3,0,3,0,0,0,0,0,0,417.61,82.54,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),1db238e3-93a8-413d-ac9e-c99d1dcc57e1,Acinar,Acinar,Image,Polygon,851.38,1968.7,2,0,2,0,0,0,0,0,0,184.04,54.98,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),207f58d2-bf29-454b-b203-6c6b2e6bb61a,ADM,ADM,Image,Polygon,590.13,2321.5,3,3,0,0,0,0,0,0,0,449.84,77.31,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),542dd512-7ab0-49b3-8de2-f8bb78c9de7a,ADM,ADM,Image,Polygon,721.71,2329.9,2,2,0,0,0,0,0,0,0,166.61,50.02,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),e8a1f75b-1fd0-46d5-b84b-517931aa0df9,ADM,ADM,Image,Polygon,289.29,2372.1,3,3,0,0,0,0,0,0,0,298.09,70.8,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),40d59a2f-5a7f-44e7-8499-d9bc18b546b9,ADM,ADM,Image,Polygon,374.64,2287.5,4,4,0,0,0,0,0,0,0,423.09,82.5,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),4c5434bb-8123-405e-a123-6527fe68359f,ADM,ADM,Image,Polygon,2864.4,1553.5,5,5,0,0,0,0,0,0,0,284.63,76.23,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),a0901834-d7d7-4209-9eeb-9a5ada576874,ADM,ADM,Image,Polygon,2896.5,1571.6,0,0,0,0,0,0,0,0,0,306.74,74.03,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),5827125f-1541-4674-b810-d3040d79d954,ADM,ADM,Image,Polygon,2822.9,1586.4,3,3,0,0,0,0,0,0,0,310.21,64.03,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),186d7c76-b2cb-480b-babf-07d0057a9e75,ADM,ADM,Image,Polygon,2867.1,1828.1,4,3,0,0,0,0,1,0,0,381.53,81.15,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),9d31fd05-e146-43b9-90eb-51f4359fe693,Acinar,Acinar,Image,Polygon,2825.6,1828.5,3,0,2,0,0,0,0,0,0,246.65,64.78,1
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),465670fd-8ce4-4970-a77f-a83e70d12c03,Non_malignant_duct,Non_malignant_duct,Image,Polygon,2762.3,1709,12,0,0,0,0,0,12,0,0,990.27,210.96,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),4c56a228-cb32-4770-97ed-73284392a8f2,Non_malignant_duct,Non_malignant_duct,Image,Polygon,2710.5,1659.7,8,0,0,0,0,0,8,0,0,927.16,150.5,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),47ae061d-aef8-4956-8f5e-33f72aeaae64,Non_malignant_duct,Non_malignant_duct,Image,Polygon,2750.8,1385.6,8,0,0,0,0,0,8,0,0,596.12,115.32,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),e506f57b-a66b-428c-8ad5-fb50ff68d96a,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1805.5,623.38,6,0,0,0,0,0,6,0,0,608.74,93.97,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),fcb8844d-b27e-4d9c-93bd-852c06da2f42,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1674.9,664.82,9,0,0,0,0,0,9,0,0,780.49,119.04,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),f6a7f711-b90a-46b1-82dd-cb0034bcf47c,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1721.3,752.85,4,0,0,0,0,0,4,0,0,405.38,77.07,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),a730d9b8-3a54-4f4e-ad7b-8c536918aceb,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1867.1,1059.6,9,0,0,1,0,0,8,0,0,695.31,102.04,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),5a05292a-cbc6-4038-9a7e-68de2f1b3258,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1716.6,1872.3,12,0,0,0,0,0,12,0,0,998.48,137.86,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),ab42a2aa-911e-4fa3-a625-e9b98db41285,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1831.1,1841,9,0,0,0,0,0,9,0,0,787.97,125.42,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),f683cf0b-f8a1-4fba-a8b0-c6e551f09ded,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1884.1,1933.2,9,0,0,0,0,0,9,0,0,819.48,116.63,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),77887da0-d16e-43fe-9e37-ae8d88b0c017,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1893.3,1858.2,4,0,0,0,0,0,4,0,0,472.91,93.41,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),ed34290f-4669-436f-92ea-7c33bbcbbc8a,Non_malignant_duct,Non_malignant_duct,Image,Polygon,805.42,2020.2,8,0,0,0,0,0,8,0,0,780.94,126.86,0
