Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num points	Area µm^2	Perimeter µm
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	2d5aa58f-d5ba-44af-bcd8-b61cd3966305	fibroblasts	fibroblasts	stroma 3	Points	35090.3	7221.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	1b35bebe-b640-4228-bffa-9e0db975db61	fibroblasts	fibroblasts	stroma 3	Points	35092	7531.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	372838ca-e2c3-410e-b38c-0125f4cbfa8a	fibroblasts	fibroblasts	stroma 3	Points	35092.8	7157.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	5159ec10-31e7-4849-a4e4-715a906ef847	fibroblasts	fibroblasts	stroma 3	Points	35100.2	7226.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	6ba4e8c6-d9e8-40fb-88ea-e007e1373008	fibroblasts	fibroblasts	stroma 3	Points	35106.7	7168.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	a4c40db3-a3ae-4dfc-8455-3daab08a8d0e	fibroblasts	fibroblasts	stroma 3	Points	35112	7230.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	7c1d6f08-c4e9-4f6b-97e5-b99fefb9e931	fibroblasts	fibroblasts	stroma 3	Points	35112.5	7524.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f2a223e6-914a-43ce-9942-ff014b420e71	fibroblasts	fibroblasts	stroma 3	Points	35116.3	7533.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	c269d39b-d6af-44c5-9b24-37d160a33897	fibroblasts	fibroblasts	stroma 3	Points	35116.6	7178.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	30b04cd3-755f-4ca2-a075-9a3f02611853	fibroblasts	fibroblasts	stroma 3	Points	35120.9	7542.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	242b391a-9b00-4e5d-b83a-ea90f49cc014	fibroblasts	fibroblasts	stroma 3	Points	35123.3	7239.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f2e1d6d9-311b-4192-bc3d-ddc6d6db0c76	fibroblasts	fibroblasts	stroma 3	Points	35126.1	7186.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f7ab9f61-f030-4550-b7c5-64b7a02061ca	fibroblasts	fibroblasts	stroma 3	Points	35127.3	7547.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e1dd45e7-638b-4f24-8eb6-ab74b255e06f	fibroblasts	fibroblasts	stroma 3	Points	35129.8	7241.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	90e70ba4-4095-481d-8d59-cd553024ca6d	fibroblasts	fibroblasts	stroma 3	Points	35132.8	7196.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	bc2a7ada-a9d3-41cf-a107-89ffa4163342	fibroblasts	fibroblasts	stroma 3	Points	35138.1	7243.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	1379d2e2-bcac-402d-bed2-46d8bda5e52c	fibroblasts	fibroblasts	stroma 3	Points	35141.3	7547.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	9f01811f-2017-4802-85db-f37dc9738d94	fibroblasts	fibroblasts	stroma 3	Points	35146.5	7242	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	cece7265-d465-4107-9d08-d0ee7f4d2469	fibroblasts	fibroblasts	stroma 3	Points	35148.5	7206.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	2ff61dc3-c306-4e5f-9e0d-1ac6236dedff	fibroblasts	fibroblasts	stroma 3	Points	35153.7	7236.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	db3c32e9-8fbd-4073-936b-d93fd2831d03	fibroblasts	fibroblasts	stroma 3	Points	35153.9	7547.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	fa2b5598-86d3-430f-8935-ef8a38cd4440	fibroblasts	fibroblasts	stroma 3	Points	35156.8	7231.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e044177d-5b5e-4a07-81b5-1f50c3e93c1a	fibroblasts	fibroblasts	stroma 3	Points	35157.5	7215.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	82f133ea-0f11-4310-9085-1207e58e1805	fibroblasts	fibroblasts	stroma 3	Points	35160	7226.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	677aa4ef-a270-4693-8cf0-b72bfaba0584	fibroblasts	fibroblasts	stroma 3	Points	35173.9	7542.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	b124f074-19d1-4c60-9a91-944e7c76e132	fibroblasts	fibroblasts	stroma 3	Points	35180.6	7532.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	760922e5-a71f-42a4-b57a-ab785c5b28f0	fibroblasts	fibroblasts	stroma 3	Points	35191	7520.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	ed9ae725-1ade-4a2f-9e13-5b287238e383	fibroblasts	fibroblasts	stroma 3	Points	35191.8	7505.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	6a01e168-ee76-41cf-a5bd-31360820ea64	fibroblasts	fibroblasts	stroma 3	Points	35192	7311.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	39e6b627-d5df-4ca2-af63-12b35b195f67	fibroblasts	fibroblasts	stroma 3	Points	35196.8	7494.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	1608b344-4525-4f7d-a45a-2bccad6ef4eb	fibroblasts	fibroblasts	stroma 3	Points	35199.1	7330.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	298cfa0b-3403-4746-ab65-b89fce92af23	fibroblasts	fibroblasts	stroma 3	Points	35203	7336.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	4b1ef6b4-a583-4291-abbb-942efb89c85a	fibroblasts	fibroblasts	stroma 3	Points	35203.2	7483.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f097c561-c837-47c2-babf-72aa2c0968d7	fibroblasts	fibroblasts	stroma 3	Points	35207.6	7342.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	37b10863-7143-424f-bba9-e00b81b2c436	fibroblasts	fibroblasts	stroma 3	Points	35208.6	7469.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	d2e4d149-885b-44f9-b7f3-b84b7ca8ee79	fibroblasts	fibroblasts	stroma 3	Points	35210	7348.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	a91b07ee-e550-478d-9c2b-c893cada882c	fibroblasts	fibroblasts	stroma 3	Points	35210.4	7456.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	3a2c5fec-a914-4c39-84b2-5d57103215a5	fibroblasts	fibroblasts	stroma 3	Points	35214.2	7444.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	b0d33228-a171-4dd5-8b8f-d824bb76f9d9	fibroblasts	fibroblasts	stroma 3	Points	35214.2	7351.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	26ce2b5e-b2c2-4623-8ced-6b4e6c0c783d	fibroblasts	fibroblasts	stroma 3	Points	35214.6	7434.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	5b006edd-00e9-4442-98cd-ad4d942ce65d	fibroblasts	fibroblasts	stroma 3	Points	35216.4	7385	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f5fdf9d3-cdc3-47fe-a7fb-cd80ee7a1abd	fibroblasts	fibroblasts	stroma 3	Points	35217.6	7355.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	530ca88a-a400-4eba-aadb-caaf7545bac6	fibroblasts	fibroblasts	stroma 3	Points	35218.1	7363.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	38f6182a-9fbf-4061-b60d-b777b016e3a2	fibroblasts	fibroblasts	stroma 3	Points	35218.8	7393.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	536063de-a5f6-40cd-b989-5bcebc5f226e	fibroblasts	fibroblasts	stroma 3	Points	35220.1	7374.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	6ac5975b-1cca-4f0a-8b19-de9f6b9494e8	fibroblasts	fibroblasts	stroma 3	Points	35220.1	7402.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e05c3a7f-e848-4953-93c3-7a3466c0435a	fibroblasts	fibroblasts	stroma 3	Points	35220.2	7417.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e3f0f024-2346-4ff2-b95e-90f1c23936b4	fibroblasts	fibroblasts	stroma 3	Points	35222.8	7280.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	0e48488c-9c96-4e6e-a09e-0d28f9f0de13	fibroblasts	fibroblasts	stroma 3	Points	35230.8	7286.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	9d413705-ef7e-42fb-94bb-6a1d2f27362c	fibroblasts	fibroblasts	stroma 3	Points	35233.7	7296.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	46d34acd-7c84-4918-a578-869aad85a700	fibroblasts	fibroblasts	stroma 3	Points	35233.8	7307.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	b8ccb668-9e1a-4ca3-8e03-1d86b16baafd	fibroblasts	fibroblasts	stroma 3	Points	35238.9	7318.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	0b8d3ac7-6050-4c2a-bf15-93f263659d4d	fibroblasts	fibroblasts	stroma 3	Points	35239.7	7520.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	57ea0475-0210-4f70-b317-25fc75a98c95	fibroblasts	fibroblasts	stroma 3	Points	35240.9	7324.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	c22d0741-77b9-4a6c-9f29-c42043d45e06	fibroblasts	fibroblasts	stroma 3	Points	35241	7526.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	07e70203-c837-40c1-98f3-7d34a5cd86ea	fibroblasts	fibroblasts	stroma 3	Points	35241.1	7514.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	827c2342-5be4-47ca-8e52-2f217ca26d6f	fibroblasts	fibroblasts	stroma 3	Points	35241.4	7539.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	03511222-6fd2-4221-9505-93638850f7c4	fibroblasts	fibroblasts	stroma 3	Points	35241.7	7507	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	a4cff3c1-dafd-4a8d-88ca-97e2a323131d	fibroblasts	fibroblasts	stroma 3	Points	35241.8	7493.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	d03cd6cb-3c35-4b0e-84a7-bff576faa941	fibroblasts	fibroblasts	stroma 3	Points	35243.6	7479.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	07a60aa4-1f5f-4875-b94c-880ffa5d1e6c	fibroblasts	fibroblasts	stroma 3	Points	35243.9	7337.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	86164dca-ac55-4faa-845d-4636eeacae0b	fibroblasts	fibroblasts	stroma 3	Points	35244.6	7552.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	c74fa249-cf4e-443f-bbcd-631cef1b92d2	fibroblasts	fibroblasts	stroma 3	Points	35245.7	7349.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	ef007680-9292-4a1c-98b9-638c7dbec5ba	fibroblasts	fibroblasts	stroma 3	Points	35246.3	7467.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	544288da-02a3-4290-af96-68386f196550	fibroblasts	fibroblasts	stroma 3	Points	35249	7443.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	6d2b8c24-5dd7-4df0-86c2-bf3fa85bb26a	fibroblasts	fibroblasts	stroma 3	Points	35249.4	7563.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	cce9be50-a5ff-4178-9cd1-8a3f6458d22e	fibroblasts	fibroblasts	stroma 3	Points	35249.9	7357.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e24667cc-3079-4f07-a4c6-e1b25d3db44e	fibroblasts	fibroblasts	stroma 3	Points	35250.1	7386.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f1f03621-58f0-4bc9-9e5b-a8c8679f8432	fibroblasts	fibroblasts	stroma 3	Points	35250.1	7401.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	01806bc5-bd0f-4cb2-9c7b-24e62dc6c603	fibroblasts	fibroblasts	stroma 3	Points	35250.3	7368.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e902c3a7-8733-4326-be36-69d33075d243	fibroblasts	fibroblasts	stroma 3	Points	35250.9	7414.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	4ebdadb3-7262-4ef6-830f-c322491945bc	fibroblasts	fibroblasts	stroma 3	Points	35251.3	7432.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	fdddf633-49d5-4458-85bf-969dc543c0f3	fibroblasts	fibroblasts	stroma 3	Points	35251.6	7421.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	8c190a3f-934a-4765-8208-4796b7b2c9c4	fibroblasts	fibroblasts	stroma 3	Points	35252.3	7378.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	0386da27-c6e8-4c90-afff-6892d4b27f4f	fibroblasts	fibroblasts	stroma 3	Points	35255.5	7571	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	b6822b32-402a-4074-8eac-92b0ba1c01ff	fibroblasts	fibroblasts	stroma 3	Points	35265.3	7583.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	81e1f1d4-d3d2-469a-9834-f4f94b3771ba	fibroblasts	fibroblasts	stroma 3	Points	35277.9	7592.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	113709f7-c54f-42e0-afe9-6f9a43954450	fibroblasts	fibroblasts	stroma 3	Points	35289.6	7605.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	33686d2b-9001-4296-852a-dfc6926c1de2	fibroblasts	fibroblasts	stroma 3	Points	35336	7567.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	c7519313-b6ee-44de-83c2-f94ebb54aa26	fibroblasts	fibroblasts	stroma 3	Points	35341.3	7558.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	0ab6968c-edc2-481a-9294-9e534db226fc	fibroblasts	fibroblasts	stroma 3	Points	35344	7587.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	37d5e09a-a597-41c4-91a0-28f14f5e13b9	fibroblasts	fibroblasts	stroma 3	Points	35346.3	7553.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	babd3e37-c99e-4c09-839c-22125006b32b	fibroblasts	fibroblasts	stroma 3	Points	35349.9	7545.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	c7d74fe7-a880-472d-8702-72af7068b1de	fibroblasts	fibroblasts	stroma 3	Points	35381.3	7508.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	33778e23-983f-4cac-bf0c-fa2dfc2b57f5	fibroblasts	fibroblasts	stroma 3	Points	35386.3	7498.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	dd6f94f1-617c-4628-89d0-97be8a84381d	fibroblasts	fibroblasts	stroma 3	Points	35392.5	7496.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	02c28f08-f3bf-484a-9195-29d9f7aa399b	fibroblasts	fibroblasts	stroma 3	Points	35397.7	7489.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	1aea9073-d9a3-4c25-8bc9-aab9d046d19c	fibroblasts	fibroblasts	stroma 3	Points	35405.8	7477.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	0888735d-098b-473d-b825-0a279c3f5093	fibroblasts	fibroblasts	stroma 3	Points	35417.1	7469.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e18690eb-4943-43d1-a495-1072b07c8baa	fibroblasts	fibroblasts	stroma 3	Points	35423.4	7117	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	5d3a4eba-a2f3-4c93-b0f1-db840a5f7eac	fibroblasts	fibroblasts	stroma 3	Points	35426.6	7453.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	5d54ecd6-e67f-4162-aafd-0e666bdb8a66	fibroblasts	fibroblasts	stroma 3	Points	35427.2	7127.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	4d1c078c-d76b-4b13-ac86-35de0837a518	fibroblasts	fibroblasts	stroma 3	Points	35427.8	7142.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	87877163-19e8-4406-812e-2a92a89d680a	fibroblasts	fibroblasts	stroma 3	Points	35431.1	7152.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	3969aaec-dc1c-4449-bf34-c5abc09c7c22	fibroblasts	fibroblasts	stroma 3	Points	35432.5	7441.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	2029f374-fe91-47ea-bd55-dc34b050863b	fibroblasts	fibroblasts	stroma 3	Points	35433.4	7164.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	b2b127c0-8bbd-4b9f-a1aa-b27bf5b9b992	fibroblasts	fibroblasts	stroma 3	Points	35434.5	7171.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	749cf039-1aac-41b5-8ac3-dab6ab4d743b	fibroblasts	fibroblasts	stroma 3	Points	35436.7	7433.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	fa7d71be-d762-4076-b23c-7a122ced521e	fibroblasts	fibroblasts	stroma 3	Points	35437	7180.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	2e9894b8-89d5-4ee9-b91b-fcc0f344b3f1	fibroblasts	fibroblasts	stroma 3	Points	35438.9	7186.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	606118b6-a328-4c3c-abeb-9c9d57cdfbf3	fibroblasts	fibroblasts	stroma 3	Points	35439	7196.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	8fce9307-6f37-43b9-90fd-e26f62ec1f99	fibroblasts	fibroblasts	stroma 3	Points	35439.4	7204.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	64e91aa5-a6a7-473c-9a44-0de28da23eee	fibroblasts	fibroblasts	stroma 3	Points	35442.7	7213.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f3882a2d-5a06-4ae5-b1a6-773fcaa2b02f	fibroblasts	fibroblasts	stroma 3	Points	35445.3	7219.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	27d1ad1b-63af-4333-b74d-f19cfacabb75	fibroblasts	fibroblasts	stroma 3	Points	35445.4	7242.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	d62d906a-22ab-4ad8-ba69-66bc7cf4798b	fibroblasts	fibroblasts	stroma 3	Points	35446.5	7235.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	2e0bb5eb-1c64-43b7-8135-899885d60e73	fibroblasts	fibroblasts	stroma 3	Points	35446.5	7226.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	ca519004-bdc9-4a8b-8fdc-a1064aaa349a	fibroblasts	fibroblasts	stroma 3	Points	35451.4	7252.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	d0c4c87d-e68b-4a03-8ac7-249a0f13411b	fibroblasts	fibroblasts	stroma 3	Points	35452.7	7334.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	be12df31-a421-451f-8394-b0f830112828	fibroblasts	fibroblasts	stroma 3	Points	35452.8	7261.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	038c5f52-3330-4346-bd64-60ce19d1104c	fibroblasts	fibroblasts	stroma 3	Points	35453	7329.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	1cbd109f-39ef-4297-993a-8bd16265e36d	fibroblasts	fibroblasts	stroma 3	Points	35453.3	7302	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	d42d9af9-f73b-4f0e-a369-7d1e29bfc984	fibroblasts	fibroblasts	stroma 3	Points	35453.4	7425.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	074cb75e-6a5b-49ea-b5b5-d7b3e8b3fe7a	fibroblasts	fibroblasts	stroma 3	Points	35453.9	7277.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	c947593a-65b8-4fc4-8ba0-e5dcaa11b916	fibroblasts	fibroblasts	stroma 3	Points	35453.9	7320.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	5ae7645d-bc5c-42dd-b9ef-bd6cde1d2499	fibroblasts	fibroblasts	stroma 3	Points	35454.1	7310.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	c30924b9-8da2-4c13-9ef9-a62607eee0dd	fibroblasts	fibroblasts	stroma 3	Points	35455	7267.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e1e0cc3e-9dda-4ae1-91a9-76c3e2876439	fibroblasts	fibroblasts	stroma 3	Points	35455.1	7347.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	145e64ad-b46e-4b37-bd97-7147ef3284d6	fibroblasts	fibroblasts	stroma 3	Points	35455.3	7286.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	ec3b3554-14f7-4ba8-9a27-dc545e9659ca	fibroblasts	fibroblasts	stroma 3	Points	35459.6	7402.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	18a66786-8834-45e4-9971-f545a7cddd14	fibroblasts	fibroblasts	stroma 3	Points	35459.6	7357.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	ef162885-4ce5-448a-9483-cf4282977a43	fibroblasts	fibroblasts	stroma 3	Points	35460.5	7395.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	3e7d6d5e-1a69-4156-bd05-f3abd0e402e1	fibroblasts	fibroblasts	stroma 3	Points	35460.6	7420.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	455ec65f-bd52-4740-9a53-16accb26ae97	fibroblasts	fibroblasts	stroma 3	Points	35461.5	7381.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	ac6391a8-e7b0-4d6a-a319-2a8c4e537513	fibroblasts	fibroblasts	stroma 3	Points	35462.5	7369.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	55a43695-8459-4777-8ec7-931839bc4a8a	fibroblasts	fibroblasts	stroma 3	Points	35465	7186.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	0639eb84-de10-44e6-a4c1-7d6a183a8ea4	fibroblasts	fibroblasts	stroma 3	Points	35483.3	7170.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	6be3f36c-ca61-44dd-9e73-9947c9024d39	fibroblasts	fibroblasts	stroma 3	Points	35490.8	7147.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	130cc43a-31d0-433c-a0e3-da4e1478dbb4	Tumor	Tumor	stroma 3	Polygon	34930.3	7342		19039.3	569.29
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	b547ab62-4381-4b60-8982-4639d0dfbb11	Tumor	Tumor	stroma 3	Polygon	34710.3	7334.5		1467.2	153.78
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	edc8e7d6-8966-475d-9a3f-d6b1f69a2c95	Tumor	Tumor	stroma 3	Polygon	34796.4	7364.2		408.62	78.11
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	0535d0d3-38c8-479d-bc3c-baca36fe1331	Tumor	Tumor	stroma 3	Polygon	34997.4	7493.1		962.75	115.04
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	66ab5310-20ac-4931-9440-de180f68fabb	Tumor	Tumor	stroma 3	Polygon	34838.2	7463.7		391.34	72.17
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	c04654f5-434d-4812-aea0-0e6dc332e3d2	stroma 1	stroma 1	Image	Polygon	30048.4	3559.3		355606.1	2199.9
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	67357573-c2d5-47e6-af3f-aca9db059219	Immune cells	Immune cells	stroma 1	Points	30068.1	3897.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	8413f1c2-8a41-45c0-9695-77b4bcdea114	fibroblasts	fibroblasts	stroma 1	Points	30122	3748.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	61d2e0f9-1189-453a-9fe6-de196df54c21	??	??	stroma 1	Points	29868	3523.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	54fc1f3e-ec12-44fd-b046-fd7f080e55d0	Immune cells	Immune cells	stroma 1	Points	30096.6	3885.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	0f3a31ec-f098-49fb-8b01-3f667c4dafb7	Immune cells	Immune cells	stroma 1	Points	30054.4	3899.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	22f01bda-c7ae-473b-9ee0-ef0edd7de963	Nerve_direct_contact	Nerve_direct_contact	stroma 1	Points	30070.1	3408.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	746067a1-ecc2-42ed-a70e-63914389ee86	Nerve_direct_contact	Nerve_direct_contact	stroma 1	Points	30073.9	3400.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	82d29100-d43e-4953-902b-8f9d831c37fa	Nerve_direct_contact	Nerve_direct_contact	stroma 1	Points	30079.7	3392.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	46fc458b-f34a-40a0-adca-9b2da9da2c37	Nerve_direct_contact	Nerve_direct_contact	stroma 1	Points	30084.5	3385	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	234ebc1e-3106-4671-a7bc-944068e684a1	Nerve_direct_contact	Nerve_direct_contact	stroma 1	Points	30087.8	3382.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	1d91e8ea-d515-4472-8108-9d0d0b430cd7	Nerve_direct_contact	Nerve_direct_contact	stroma 1	Points	30091.1	3376.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	6eebbcc7-dec8-42b8-83ae-3548bbd94941	Nerve_direct_contact	Nerve_direct_contact	stroma 1	Points	30095.2	3372.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	14f643a2-949a-4d41-b749-fd6255e0b955	Nerve_direct_contact	Nerve_direct_contact	stroma 1	Points	30103	3365	1		
