Image,Object ID,Name,Class,Parent,ROI,Nucleus: P53 mean,Nucleus: P53 sum,Cell: ASMA mean,Cell: NGFR mean,Cell: PDGFRa mean,Cell: CD74 mean,Cell: Vimentin mean,Nucleus/Cell area ratio
PKR-11_Vimcell,629ae897-f669-4f4b-9a79-4d9f1d4cd8c7,CD74_pos: Vim_neg: PDGFR_pos: NGFR_neg: Tumor: ASMA_pos,CD74_pos: Vim_neg: PDGFR_pos: NGFR_neg: Tumor: ASMA_pos,Inner_stroma_roisd,Polygon,26.8526,14393,157.3589,1.6037,16.9607,74.9485,37.9785,0.3253
PKR-11_Vimcell,0e79b73b-fe3e-4754-9b60-8ca9491e1f53,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: Tumor: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: Tumor: ASMA_pos,Inner_stroma_roisd,Polygon,3.9695,651,74.9932,1.4374,158.0611,45.7139,96.4879,0.1561
PKR-11_Vimcell,31b2f70c-ec59-4e17-9bc1-48410e171917,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,3.8566,1022,82.8242,0.555,4.6746,6.5748,111.8583,0.2092
PKR-11_Vimcell,9bfdc68c-5cb5-4ac4-be6d-a90bd79725a5,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,4.9954,1079,30.5843,0.0228,7.3313,10.5794,114.3879,0.2092
PKR-11_Vimcell,0dc1855c-7db6-4311-8467-1a418b703e4c,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,1.3794,389,97.6644,0.0222,4.9178,13.8067,26.6193,0.2064
PKR-11_Vimcell,cc3c2f1c-960d-43a8-92e3-58d233ae32ab,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,1.6941,371,106.5393,0.2523,10.5975,38.5832,142.5077,0.2226
PKR-11_Vimcell,fe2a96f8-e7ab-49b0-9a0a-3151c0aeb3bc,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,4.3244,973,39.2935,1.1081,169.1845,33.3524,178.464,0.1957
PKR-11_Vimcell,6279c578-97ac-47d8-a159-95a3f513d603,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,0.7751,131,58.2662,0.5075,10.7289,125.1343,112.5249,0.2083
PKR-11_Vimcell,296911bf-b0ba-4f56-955f-26cc02dd308b,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,0.2941,85,73.5288,0.2035,14.9216,111.8682,102.0309,0.2408
PKR-11_Vimcell,934ce0e0-7284-4232-81d0-e9b5591fb5db,CD74_pos: Vim_neg: PDGFR_pos: NGFR_neg: Not tumor: ASMA_neg,CD74_pos: Vim_neg: PDGFR_pos: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,0.0298,5,46.594,0.4548,21.2806,149.1934,34.1041,0.1733
PKR-11_Vimcell,ba970aec-64ba-427d-b248-2ed7a43c9308,CD74_pos: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_pos: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,0.22,22,57.3287,0.7461,7.6791,168.109,74.7975,0.1493
PKR-11_Vimcell,3df625c6-9ba4-49a4-a35e-072e7cbbe355,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,0.708,80,109.6163,0.0484,7.7934,6.9894,33.1322,0.1225
PKR-11_Vimcell,1665d509-b65f-49c4-92ae-6ae7bac7284a,CD74_pos: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_pos: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,1.4688,141,70.209,0.1813,5.0915,75.544,42.9775,0.157
PKR-11_Vimcell,53c59408-7aca-4de4-ae7b-4f09f958a2a6,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,1.04,156,114.7687,0.3255,6.0332,11.6328,105.0814,0.1574
PKR-11_Vimcell,a796c4b7-4669-4a32-8d4c-d7871758a209,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,10.96,1644,108.9679,0.4307,10.0894,16.4488,58.3343,0.1491
PKR-11_Vimcell,73d43705-6f3b-4f4d-86f9-c5599b509db7,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,0.9378,211,94.2747,1.6998,14.2015,56.9285,180.5329,0.1832
PKR-11_Vimcell,7467f3a0-acc3-4f4a-9bfd-4e529a460e52,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,9.966,1465,93.6333,0.8739,5.7029,22.0014,61.2101,0.2146
PKR-11_Vimcell,2efec46e-3e91-473b-a1be-e50aefb88f74,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,1.0068,149,62.6394,0.6323,4.7402,10.2871,64.5243,0.1701
PKR-11_Vimcell,e8f1f229-0cea-4a2d-a64f-c1ac8f012fc4,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,3.2609,375,190.6929,2.3516,20.1327,2.3636,63.5547,0.1026
PKR-11_Vimcell,1316d8ee-b402-4f94-8af1-cd95e54ce5bf,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Tumor: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Tumor: ASMA_neg,Inner_stroma_roisd,Polygon,16.7769,2030,70.3827,0.1984,3.4756,28.9669,34.022,0.1782
PKR-11_Vimcell,707516c4-a5fd-4ad6-9867-4d793ef56ca3,CD74_pos: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_pos: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,0.1081,8,61.2397,0.1467,7.9637,142.3139,35.3675,0.1084
PKR-11_Vimcell,14511bcf-e538-4372-86cd-859733944743,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,1.8447,190,102.5494,0.8679,9.4924,0.5716,171.4979,0.1389
PKR-11_Vimcell,eca4b97b-336a-44f6-88ab-b25e17d2fad4,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,9.0476,950,171.9378,0.5088,6.3477,1.5869,21.7018,0.1607
PKR-11_Vimcell,496d95df-db62-4979-b108-db187a877249,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,14.6025,2351,162.1117,0.4597,9.565,31.9592,17.7089,0.1711
PKR-11_Vimcell,d0abb6df-c597-4503-bc5e-42f2cc045d52,CD74_pos: Vim_neg: PDGFR_neg: NGFR_neg: Tumor: ASMA_neg,CD74_pos: Vim_neg: PDGFR_neg: NGFR_neg: Tumor: ASMA_neg,Inner_stroma_roisd,Polygon,157.3885,24710,46.2312,3.5047,11.2465,180.7383,17.7653,0.1773
PKR-11_Vimcell,91e4b243-cae6-408e-b3ea-2949844efa2f,CD74_pos: Vim_pos: PDGFR_pos: NGFR_neg: Not tumor: ASMA_neg,CD74_pos: Vim_pos: PDGFR_pos: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,0.1413,13,33.2367,0.7923,19.3221,129.2834,85.5539,0.1424
PKR-11_Vimcell,3be88a1b-c226-44a2-bf57-78266e92adc1,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,0.2317,19,51.8459,1.2893,14.7358,125.8994,109.7358,0.1167
PKR-11_Vimcell,e0367fa3-45cd-4353-afc9-446ea7c58f3f,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,3.2705,399,60.0536,1.0322,7.4768,36.3004,105.8582,0.1373
PKR-11_Vimcell,9b42b76f-b025-4ef7-aac1-647bb620dd7c,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,0.4211,48,135.2855,0.2842,11.3023,14.2894,67.969,0.138
PKR-11_Vimcell,dc01a207-16de-4a40-b825-12f22c327aa3,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,8.29,829,59.7014,0.3494,6.539,0.1574,43.4238,0.1168
PKR-11_Vimcell,e37ebfc7-ad02-4640-b1d3-4cfbd05f497c,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,1.8148,98,37.0073,1.4927,19.2382,37.2291,108.5855,0.088
PKR-11_Vimcell,7640ad63-cb5d-416d-9c52-3650f3b68b6a,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,2,278,62.2487,0.3401,5.5515,51.0765,141.728,0.143
PKR-11_Vimcell,66632fde-e254-4a44-b213-90947f3f0796,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,6.5153,1277,101.1336,3.9065,6.7952,74.553,48.3544,0.1695
PKR-11_Vimcell,9ec17977-8572-492d-88a0-0f2d9bb4ad08,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,1.84,276,63.0574,0.3629,6.3738,13.6425,35.727,0.1583
PKR-11_Vimcell,75c489af-aaab-4560-9393-62a615848b5c,CD74_pos: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_pos: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,8,928,188.4156,1.0499,5.5404,63.6079,13.8355,0.1626
PKR-11_Vimcell,30655a17-1fa8-4b5f-91d0-fa0f7df067e0,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,4.2611,767,97.4226,0.5609,3.9494,20.5316,72.0555,0.1752
PKR-11_Vimcell,7543e888-7c2a-4629-bbd8-380061245376,CD74_pos: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_pos: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,9.9592,488,39.563,1.5412,11.112,160.7543,24.5397,0.0663
PKR-11_Vimcell,2796c4c3-fc52-4317-a9bd-878a669d5542,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,8.2419,511,93.7041,0.2857,2.0131,0.3047,48.1866,0.0847
PKR-11_Vimcell,d4bf0993-7a48-4e98-ada5-fd584fd660f2,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,0.4341,56,84.3151,0.343,3.2,7.1352,66.1777,0.1387
PKR-11_Vimcell,6651b300-d2b2-44f3-9ddd-41d064ef5835,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,2.2857,112,74.32,1.3664,6.04,0.3136,39.904,0.0712
PKR-11_Vimcell,415fc7d1-d954-4e03-8f8f-05b800ace34c,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,4.396,655,128.7325,0.696,3.693,2.2036,77.0228,0.2155
PKR-11_Vimcell,fbcb7d13-5a91-4647-b436-a6eff94c9128,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,8.6357,1209,38.813,1.0455,3.3831,20.7169,19.3364,0.1805
PKR-11_Vimcell,6c4a60f2-89f4-4578-bebb-e6fdf1a5b7ca,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,1.8978,687,34.4668,0.5776,2.8999,0.4831,85.2616,0.2239
PKR-11_Vimcell,5894bb33-c87e-4fc7-ad19-cd1cb03557f3,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,3.7949,296,53.9006,0.4413,2.7846,0.3569,83.628,0.1111
PKR-11_Vimcell,f52e0cd8-fc9d-4b72-b182-2a1809d011e7,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,1.9756,324,136.8802,0.8715,5.0399,0.8179,44.3642,0.1547
PKR-11_Vimcell,d4220a08-a9c7-4a50-8737-a9848deff308,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,2.8841,398,95.4511,0.7003,3.7673,0.4841,78.9012,0.1462
PKR-11_Vimcell,04ff649b-8513-4acd-9805-e8c30b8b4b24,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,0.4902,25,60.1595,1.7337,4.1882,9.6507,86.1994,0.0721
PKR-11_Vimcell,2c3f0d20-b815-4bef-a935-a14c0b383d7f,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,1.4545,160,88.9814,5.3176,3.5878,0.1047,64.6487,0.1783
PKR-11_Vimcell,33291e04-04e8-44f7-a51c-cedd0704816c,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,1.8261,210,97.0317,5.7,6.8012,1.2183,61.9402,0.1346
PKR-11_Vimcell,674f9a30-fd0b-4b7e-b820-683d26f3ce3b,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,7.4225,527,82.7743,3.7853,8.2404,0.967,70.7963,0.125
PKR-11_Vimcell,9f731d38-6b5a-4de7-95bb-d327679c342c,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,2.5455,308,97.8529,5.1679,5.4555,6.1021,24.8584,0.1311
PKR-11_Vimcell,a1d3667b-72e6-4ff1-aff1-78435065a643,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,1.8333,88,136.2298,6.0994,14.5445,39.7412,230.0124,0.0905
PKR-11_Vimcell,63de092e-978d-46d4-945c-a5276b39a8b8,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,0.1268,26,67.8574,1.0143,10.8484,0.1883,90.1722,0.1767
PKR-11_Vimcell,f7acf045-17fd-40dd-bce4-580c8164593c,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,18.8911,1908,86.5826,3.7682,13.3252,8.6786,61.6428,0.1207
PKR-11_Vimcell,25e74e86-27aa-4c5b-91de-d15b3ac0731f,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,7.5413,822,73.1114,0.7546,4.6419,4.9271,118.6777,0.1361
PKR-11_Vimcell,0bdfea46-9ceb-4264-8cad-dd1407ef05b7,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,0.6026,47,52.3303,3.8326,5.9955,0.681,75.4683,0.1629
PKR-11_Vimcell,272d8a24-a700-4c1d-a49b-90a379f5e301,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Inner_stroma_roisd,Polygon,1.6797,215,42.3554,0.8824,1.9265,0.0686,41.5748,0.1484
PKR-11_Vimcell,b6f698c1-43d6-42cd-8a3e-f4162efae6cc,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Inner_stroma_roisd,Polygon,18.2917,3073,93.7325,2.797,9.5725,8.0247,67.3963,0.1769
PKR-11_Vimcell,ce24d0d1-745b-46ed-a888-aea55359a9f4,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Outer_stroma_roisj,Polygon,7.4149,697,102.7068,1.9799,8.6373,47.358,182.8596,0.1391
PKR-11_Vimcell,7fd86ea9-ee0b-4fde-b8cb-eea68ae8c651,CD74_pos: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_pos: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Outer_stroma_roisj,Polygon,0.1139,9,33.4164,0.1085,12.7633,339.1068,37.5801,0.1331
PKR-11_Vimcell,5b343764-2f81-45ee-8486-13c32565570a,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Outer_stroma_roisj,Polygon,8.8626,1870,115.0345,1.5357,11.8833,10.8874,263.8414,0.1679
PKR-11_Vimcell,5ce1ecdd-746c-4db6-9a8a-9798463b01cc,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Outer_stroma_roisj,Polygon,5.3664,703,24.9703,2.8778,7.4935,64.6726,276.7011,0.1524
PKR-11_Vimcell,f149fc30-4534-46f8-a41f-c6f8583d4a05,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: Tumor: ASMA_neg,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: Tumor: ASMA_neg,Outer_stroma_roisj,Polygon,8,472,46.3005,3.2306,22.0699,29.671,153.285,0.1424
PKR-11_Vimcell,a8d1747d-d848-4670-b41e-52cd52c23b93,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Outer_stroma_roisj,Polygon,5.0706,862,88.4956,0.3756,13.065,31.1949,58.1289,0.1807
PKR-11_Vimcell,70650475-267b-408e-a820-19f261de9549,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Outer_stroma_roisj,Polygon,4.3067,323,117.5994,1.3365,9.5801,63.2708,80.1394,0.1119
PKR-11_Vimcell,3b15f537-3af8-406e-bd55-af52b69b3fc2,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Outer_stroma_roisj,Polygon,0.3529,36,14.8231,0.9769,4.5864,58.9293,102.7483,0.1328
PKR-11_Vimcell,bd3f5ab1-1e19-4872-a6cd-c8f2694243bf,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Outer_stroma_roisj,Polygon,8.6056,611,76.8738,0.7064,12.2426,7.2993,94.6837,0.0937
PKR-11_Vimcell,3bf81733-0de6-4b62-a127-406fdc577d2b,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Outer_stroma_roisj,Polygon,1.1918,87,24.5929,2.5465,7.5907,105.9248,140.3695,0.148
PKR-11_Vimcell,51296769-1490-4c1f-90b5-f459e0b7d04c,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Tumor: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Tumor: ASMA_neg,Outer_stroma_roisj,Polygon,7.8854,1238,55.4589,4.3017,12.192,99.2494,246.6696,0.1875
PKR-11_Vimcell,164621b8-f26c-4b40-8a4d-2cacf525b85b,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Tumor: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Tumor: ASMA_neg,Outer_stroma_roisj,Polygon,26.2079,4665,47.9627,6.6041,19.7828,51.5441,273.7059,0.194
PKR-11_Vimcell,a94f8920-5e20-4b6c-af24-4361a82f4b1b,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Outer_stroma_roisj,Polygon,0.1538,10,16.6816,0.6692,7.9645,117.3972,307.9536,0.0923
PKR-11_Vimcell,2763455d-6af2-4620-a97c-a8c55d990fdb,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Outer_stroma_roisj,Polygon,1.2129,188,21.7956,1.0055,7.2757,58.1756,310.2565,0.2035
PKR-11_Vimcell,3ce5ad1c-614c-4480-9f6c-e2030ea270c6,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Outer_stroma_roisj,Polygon,5.1616,511,15.4728,6.4065,10.8878,53.8333,350.5833,0.1654
PKR-11_Vimcell,88ea7ff1-bfc0-4a89-bcad-fbf9410a4a45,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Outer_stroma_roisj,Polygon,7.75,651,103.5759,1.5634,14.3172,18.3109,168.6679,0.0993
PKR-11_Vimcell,d5547b04-d8fa-4d38-a197-9510f12287f8,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Outer_stroma_roisj,Polygon,2.6214,270,15.0217,6.4644,9.2606,64.3305,302.1327,0.1189
PKR-11_Vimcell,77ce734f-122f-472d-bf6e-11db341cda4a,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Outer_stroma_roisj,Polygon,8.8406,610,20.8562,3.3425,14.4588,67.2843,470.1502,0.1059
